日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,MA5,MA20,MA60,收盤價_MA5,收盤價_MA20,收盤價_MA60
2025-06-20,108688000,35014926478.02734,327.95001220703125,332.3599853515625,317.7799987792969,322.1600036621094,0.110015869140625,,100999720.0,118107120.0,,323.0,329.9559982299805,
2025-06-23,190716800,66499132427.14844,327.5400085449219,357.5400085449219,327.4800109863281,348.67999267578125,26.519989013671875,,113350220.0,122787290.0,,327.6739990234375,330.33799743652344,
2025-06-24,114736200,39064234154.05884,356.1700134277344,356.260009765625,340.44000244140625,340.4700012207031,-8.209991455078125,,119512280.0,124291360.0,,329.94199829101564,330.3944976806641,
2025-06-25,119845100,39255261042.04712,342.70001220703125,343.0,320.3999938964844,327.54998779296875,-12.920013427734375,,125824760.0,124276295.0,,332.18199462890624,328.62749633789065,
2025-06-26,80440900,26206036303.805542,324.6099853515625,331.04998779296875,323.6099853515625,325.7799987792969,-1.769989013671875,,122885400.0,123728125.0,,332.92799682617186,327.0714965820313,
2025-06-27,89067000,28824753644.89746,324.510009765625,329.3399963378906,317.5,323.6300048828125,-2.149993896484375,,118961200.0,123777085.0,,333.2219970703125,325.3314971923828,
2025-06-30,76695100,24362965746.865845,319.8999938964844,325.5799865722656,316.6000061035156,317.6600036621094,-5.970001220703125,,96156860.0,121438095.0,,327.01799926757815,323.89149780273436,
2025-07-01,145085700,43628719607.25403,298.4599914550781,305.8900146484375,293.2099914550781,300.7099914550781,-16.95001220703125,,102226760.0,124598690.0,,319.0659973144531,321.792497253418,
2025-07-02,119483700,37715029175.72937,312.6300048828125,316.8299865722656,303.82000732421875,315.6499938964844,14.94000244140625,,102154480.0,125606650.0,,316.6859985351563,320.3614974975586,
2025-07-03,58042300,18303639659.262085,317.989990234375,318.45001220703125,312.760009765625,315.3500061035156,-0.29998779296875,,97674760.0,123563160.0,,314.6,319.52649841308596,
2025-07-07,131177900,38558432246.258545,291.3699951171875,296.1499938964844,288.7699890136719,293.94000244140625,-21.410003662109375,,106096940.0,115747065.0,,308.66199951171876,319.9884979248047,
2025-07-08,103246700,30747899474.93286,297.0,304.04998779296875,294.3500061035156,297.80999755859375,3.8699951171875,,111407260.0,112672015.0,,304.69199829101564,320.1219970703125,
2025-07-09,75586800,22364622753.07617,297.54998779296875,300.1499938964844,293.54998779296875,295.8800048828125,-1.92999267578125,,97507480.0,109405910.0,,303.7260009765625,319.4869979858398,
2025-07-10,104365300,32339675001.40381,300.04998779296875,310.4800109863281,300.0,309.8699951171875,13.989990234375,,94483800.0,107061350.0,,302.57000122070315,318.6759979248047,
2025-07-11,79236400,24841404537.79297,307.8900146484375,314.0899963378906,305.6499938964844,313.510009765625,3.6400146484375,,98722620.0,104892600.0,,302.202001953125,318.0299987792969,
2025-07-14,78043400,24731952983.66089,317.7300109863281,322.6000061035156,312.6700134277344,316.8999938964844,3.389984130859375,,88095720.0,103538395.0,,306.79400024414065,317.919499206543,
2025-07-15,77556300,24102946819.326782,319.67999267578125,321.20001220703125,310.5,310.7799987792969,-6.1199951171875,,82957640.0,100967995.0,,309.38800048828125,317.1929992675781,
2025-07-16,97284800,31293602922.314453,312.79998779296875,323.5,312.6199951171875,321.6700134277344,10.8900146484375,,87297240.0,101635940.0,,314.54600219726564,316.8199996948242,
2025-07-17,73922900,23611713759.713745,323.1499938964844,324.3399963378906,317.05999755859375,319.4100036621094,-2.260009765625,,81208760.0,100917950.0,,316.45400390625,316.9729995727539,
2025-07-18,94255000,31071160174.713135,321.6600036621094,330.8999938964844,321.4200134277344,329.6499938964844,10.239990234375,,84212480.0,100873815.0,,319.6820007324219,317.3529998779297,
2025-07-21,75768800,24889292372.070312,334.3999938964844,338.0,326.8800048828125,328.489990234375,-1.160003662109375,,83757560.0,99227855.0,,322.0,317.669499206543,
2025-07-22,77370400,25695482410.64453,329.739990234375,335.4100036621094,321.54998779296875,332.1099853515625,3.6199951171875,,83720380.0,93560535.0,,326.2659973144531,316.840998840332,
2025-07-23,92553800,30779691502.038574,330.8999938964844,336.20001220703125,328.6700134277344,332.55999755859375,0.45001220703125,,82774180.0,92451415.0,,328.443994140625,316.44549865722655,
2025-07-24,156966000,47921717883.91113,310.0,310.1499938964844,300.4100036621094,305.29998779296875,-27.260009765625,,99382800.0,94307460.0,,325.6219909667969,315.33299865722654,
2025-07-25,148227000,46848625258.117676,308.739990234375,323.6300048828125,308.010009765625,316.05999755859375,10.760009765625,,110177200.0,97696765.0,,322.90399169921875,314.8469985961914,
2025-07-28,112673800,36685462129.37622,318.45001220703125,330.489990234375,315.69000244140625,325.5899963378906,9.529998779296875,,117558200.0,98877105.0,,322.32399291992186,314.9449981689453,
2025-07-29,87358900,28059679746.392822,325.54998779296875,326.25,318.25,321.20001220703125,-4.389984130859375,,119555900.0,99410295.0,,320.1419982910156,315.1219985961914,
2025-07-30,83931900,26777634093.19153,322.17999267578125,324.45001220703125,311.6199951171875,319.0400085449219,-2.160003662109375,,117831520.0,96352605.0,,317.43800048828126,316.0384994506836,
2025-07-31,85270900,26286459406.185913,319.6099853515625,321.3699951171875,306.1000061035156,308.2699890136719,-10.77001953125,,103492500.0,94641965.0,,318.03200073242186,315.669499206543,
2025-08-01,89121400,26970809717.163086,306.2099914550781,309.30999755859375,297.82000732421875,302.6300048828125,-5.639984130859375,,91671380.0,96195920.0,,315.34600219726565,315.0334991455078,
2025-08-04,78683900,24333783682.39746,309.0799865722656,312.1199951171875,303.0,309.260009765625,6.6300048828125,,84873400.0,93571220.0,,312.0800048828125,315.79949951171875,
2025-08-05,57961300,17893812606.75354,308.95001220703125,312.45001220703125,305.5,308.7200012207031,-0.540008544921875,,78993880.0,91306950.0,,309.58400268554686,316.3449996948242,
2025-08-06,78523600,25120485163.56201,307.8900146484375,320.4700012207031,306.92999267578125,319.9100036621094,11.19000244140625,,77912220.0,91453790.0,,309.75800170898435,317.54649963378904,
2025-08-07,66658700,21482098516.66565,319.7900085449219,322.3999938964844,316.1600036621094,322.2699890136719,2.3599853515625,,74189780.0,89568460.0,,312.55800170898436,318.16649932861327,
2025-08-08,91200300,30064178338.357544,321.42999267578125,335.1499938964844,320.9800109863281,329.6499938964844,7.3800048828125,,74605560.0,90166655.0,,317.9619995117188,318.97349853515624,
2025-08-11,105320200,35706707277.4353,335.0,346.6400146484375,334.1499938964844,339.0299987792969,9.3800048828125,,79932820.0,91530495.0,,323.91599731445314,320.0799987792969,
2025-08-12,80522100,27445152269.119263,345.0,345.260009765625,332.94000244140625,340.8399963378906,1.80999755859375,,84444980.0,91678785.0,,330.3399963378906,321.58299865722654,
2025-08-13,67838900,23023166213.24463,341.5,348.9800109863281,338.20001220703125,339.3800048828125,-1.459991455078125,,82308040.0,90206490.0,103830380.0,334.23399658203124,322.46849822998047,324.08099873860675
2025-08-14,75000700,25168733898.910522,335.760009765625,340.4700012207031,330.3999938964844,335.5799865722656,-3.800018310546875,,83976440.0,90260380.0,103599226.66666667,336.89599609375,323.2769973754883,323.9724985758464
2025-08-15,74319800,24567152906.555176,337.6600036621094,339.29998779296875,327.0199890136719,330.55999755859375,-5.019989013671875,,80600340.0,89263620.0,102642631.66666667,337.0779968261719,323.32249755859374,323.7514984130859
2025-08-18,56956600,19089574264.5813,329.6199951171875,336.2699890136719,329.5899963378906,335.1600036621094,4.600006103515625,,70927620.0,88323010.0,101885995.0,336.3039978027344,323.65599822998047,323.76049855550133
2025-08-19,75956000,25013070174.560547,335.7900085449219,340.54998779296875,327.8500061035156,329.30999755859375,-5.850006103515625,,70014400.0,88252290.0,101533371.66666667,333.997998046875,323.51599884033203,323.56499837239585
2025-08-20,77481800,25096354547.088623,329.2200012207031,331.3699951171875,314.6000061035156,323.8999938964844,-5.410003662109375,,71942980.0,87498690.0,101413821.66666667,330.90199584960936,323.08299865722654,323.3076649983724
2025-08-21,55744400,17844339067.43164,322.0799865722656,324.8999938964844,318.67999267578125,320.1099853515625,-3.790008544921875,,68091720.0,82437610.0,100340455.0,327.80799560546876,323.82349853515626,322.59466451009115
2025-08-22,94016300,31966483081.12793,321.6600036621094,340.25,319.69000244140625,340.010009765625,19.9000244140625,,72031020.0,79727075.0,100383988.33333333,329.697998046875,325.0209991455078,322.3131647745768
2025-08-25,86670000,30039822528.9917,338.8999938964844,349.5299987792969,335.0299987792969,346.6000061035156,6.589996337890625,,77973700.0,78426885.0,100360358.33333333,331.9859985351562,326.0714996337891,322.1159983317057
2025-08-26,76651600,26956069201.257324,344.92999267578125,351.8999938964844,343.7200012207031,351.6700134277344,5.07000732421875,,78112820.0,77891520.0,99579970.0,336.4580017089844,327.5949996948242,322.20283203125
2025-08-27,65519000,22905442799.89624,351.94000244140625,355.3900146484375,349.1600036621094,349.6000061035156,-2.07000732421875,,75720260.0,76970875.0,99307390.0,341.59800415039064,329.1229995727539,322.31799875895183
2025-08-28,67903200,23493149882.006836,350.9100036621094,353.54998779296875,340.260009765625,345.9800109863281,-3.6199951171875,,78152020.0,76102490.0,98783701.66666667,346.7720092773437,331.00850067138674,322.3464991251628
2025-08-29,81145700,27092114462.78076,347.2300109863281,348.75,331.70001220703125,333.8699951171875,-12.110015869140625,,75577900.0,75703705.0,98487595.0,345.54400634765625,332.5705001831055,322.37683258056643
2025-09-02,58392000,19231988264.648438,328.2300109863281,333.3299865722656,325.6000061035156,329.3599853515625,-4.510009765625,,69922300.0,74689110.0,94669131.66666667,342.09600219726565,333.5754989624023,323.1211654663086
2025-09-03,88733300,29644907872.04895,335.20001220703125,343.3299865722656,328.510009765625,334.0899963378906,4.730010986328125,,72338640.0,76227710.0,93402225.0,338.5799987792969,334.84399871826173,323.77033182779945
2025-09-04,60711000,20552494755.889893,336.1499938964844,338.8900146484375,331.4800109863281,338.5299987792969,4.44000244140625,,71377040.0,75337080.0,92065593.33333333,336.3659973144531,335.7749984741211,324.2694986979167
2025-09-05,108989800,38237981032.86743,348.0,355.8699951171875,344.67999267578125,350.8399963378906,12.30999755859375,,79594360.0,77453635.0,91361148.33333333,337.33799438476564,337.20349884033203,324.68199869791664
2025-09-08,75208300,26052154660.964966,354.6400146484375,358.44000244140625,344.8399963378906,346.3999938964844,-4.44000244140625,,78406880.0,76654035.0,90571096.66666667,339.843994140625,338.040998840332,325.0148320515951
2025-09-09,53816000,18672537585.69336,348.44000244140625,350.7699890136719,343.82000732421875,346.9700012207031,0.57000732421875,,77491680.0,74078825.0,89715905.0,343.3659973144531,338.43799896240233,325.4791656494141
2025-09-10,72121700,25083206659.274292,350.54998779296875,356.3299865722656,346.07000732421875,347.7900085449219,0.82000732421875,,74169360.0,73658805.0,88768528.33333333,346.1059997558594,338.7854995727539,325.8538324991862
2025-09-11,103756000,38266250106.68945,350.1700134277344,368.989990234375,347.6000061035156,368.80999755859375,21.019989013671875,,82778360.0,75454660.0,89099030.0,352.16199951171876,340.25699920654296,326.5151657104492
2025-09-12,168156400,66579845426.538086,370.94000244140625,396.69000244140625,370.239990234375,395.94000244140625,27.1300048828125,,94611680.0,80112445.0,90430258.33333333,361.1820007324219,343.275,327.84166564941404
2025-09-15,163823700,67174271347.86072,423.1300048828125,425.70001220703125,402.42999267578125,410.0400085449219,14.100006103515625,,112334760.0,84587640.0,91575025.0,373.9100036621094,347.2490005493164,329.3081659952799
2025-09-16,104285700,43968936324.79248,414.5,423.25,411.42999267578125,421.6199951171875,11.579986572265625,,122428700.0,86954095.0,91501653.33333333,388.8400024414062,351.57200012207034,330.96583251953126
2025-09-17,106133500,45198010755.31006,415.75,428.30999755859375,409.6700134277344,425.8599853515625,4.239990234375,,129231060.0,88462970.0,90091931.66666667,404.45399780273436,356.3994995117188,332.2521657307943
2025-09-18,90454500,37705958877.090454,428.8699951171875,432.2200012207031,416.55999755859375,416.8500061035156,-9.009979248046875,,126570760.0,89111605.0,89687236.66666667,414.06199951171874,361.0470001220703,333.52516581217446
2025-09-19,93131000,39680325852.11182,421.82000732421875,429.4700012207031,421.7200012207031,426.07000732421875,9.220001220703125,,111565680.0,90980935.0,89242001.66666667,420.08800048828124,366.3450012207031,335.1671661376953
2025-09-22,97108800,42165611218.21289,431.1099853515625,444.9800109863281,429.1300048828125,434.2099914550781,8.139984130859375,,98222700.0,91135560.0,89519800.0,424.9219970703125,371.0550003051758,336.9743326822917
2025-09-23,83422700,35525557304.17175,439.8800048828125,440.9700012207031,423.7200012207031,425.8500061035156,-8.3599853515625,,94050100.0,90973195.0,89425728.33333333,425.76799926757815,375.01750030517576,338.6779993693034
2025-09-24,93133600,41238627539.819336,429.8299865722656,444.2099914550781,429.0299987792969,442.7900085449219,16.94000244140625,,91450120.0,91797295.0,89699703.33333333,429.15400390625,379.57350006103513,340.7634994506836
2025-09-25,96746400,40961459713.18359,435.239990234375,435.3500061035156,419.0799865722656,423.3900146484375,-19.399993896484375,,92708500.0,93358665.0,88894048.33333333,430.4620056152344,383.26300048828125,342.80816650390625
2025-09-26,101628200,44757058659.71069,428.29998779296875,440.4700012207031,421.0199890136719,440.3999938964844,17.009979248046875,,94407940.0,95044915.0,88596456.66666667,433.3280029296875,387.98399963378904,344.8873331705729
2025-09-29,79491500,35231427035.75134,444.3500061035156,450.9800109863281,439.5,443.2099914550781,2.80999755859375,,90884480.0,94962205.0,88953943.33333333,435.1280029296875,393.4509994506836,347.01833292643227
2025-09-30,74358000,33068489850.769043,441.5199890136719,445.0,433.1199951171875,444.7200012207031,1.510009765625,,89071540.0,95760505.0,88006945.0,438.902001953125,399.2190002441406,349.53133290608724
2025-10-01,98122300,45083271119.55261,443.79998779296875,462.2900085449219,440.75,459.4599914550781,14.739990234375,,90069280.0,96229955.0,87921538.33333333,442.2359985351562,405.4875,352.2254994710286
2025-10-02,137009000,59735924000.0,470.5400085449219,470.75,435.57000732421875,436.0,-23.459991455078125,,98121800.0,100044855.0,88945241.66666667,444.75799560546875,410.36100006103516,354.5608327229818
2025-10-03,133188200,57248282217.58423,443.2900085449219,446.7699890136719,416.5799865722656,429.8299865722656,-6.170013427734375,,104433800.0,101254775.0,89425623.33333333,442.643994140625,414.3104995727539,356.56016591389977
2025-10-06,85324900,38673510925.0,440.75,453.54998779296875,436.69000244140625,453.25,23.420013427734375,,105600480.0,101760605.0,89527098.33333333,444.65199584960936,419.6529998779297,358.88916575113933
2025-10-07,102296100,44303417574.38049,447.82000732421875,452.67999267578125,432.45001220703125,433.0899963378906,-20.160003662109375,,111188100.0,104184610.0,89931310.0,442.32599487304685,423.95899963378906,360.8256657918294
2025-10-08,71192100,31231262522.808838,437.57000732421875,441.3299865722656,425.2300109863281,438.69000244140625,5.600006103515625,,105802060.0,104138130.0,89825240.0,438.1719970703125,428.5039993286133,362.95749918619794
2025-10-09,69339900,30200300638.50403,431.80999755859375,436.3500061035156,426.17999267578125,435.5400085449219,-3.149993896484375,,92268240.0,102417325.0,89359491.66666667,438.0799987792969,431.8404998779297,364.85533243815104
2025-10-10,112107900,46355494476.19629,436.5400085449219,443.1300048828125,411.45001220703125,413.489990234375,-22.050018310546875,,88052180.0,99614900.0,89995908.33333333,434.81199951171874,432.71799926757814,366.42333221435547
2025-10-13,79552800,34677065034.44824,423.5299987792969,436.8900146484375,419.70001220703125,435.8999938964844,22.410003662109375,,86897760.0,95401355.0,89750871.66666667,431.3419982910156,434.01099853515626,368.1941655476888
2025-10-14,72669400,31192612546.33789,426.7900085449219,434.20001220703125,417.8599853515625,429.239990234375,-6.660003662109375,,80972420.0,93820540.0,89699215.0,430.5719970703125,434.3919982910156,369.87333221435546
2025-10-15,71558200,31138550293.24341,434.8999938964844,440.510009765625,426.3299865722656,435.1499938964844,5.910003662109375,,81045640.0,92091775.0,89602345.0,429.86399536132814,434.8564987182617,371.5906656901042
2025-10-16,77189900,33095169625.0,434.7300109863281,439.3500061035156,421.30999755859375,428.75,-6.399993896484375,,82615640.0,91428545.0,89346280.0,428.50599365234376,435.4514984130859,373.19383239746094
2025-10-17,89331600,39244264977.90527,425.5,441.4599914550781,423.6000061035156,439.30999755859375,10.55999755859375,,78060380.0,91238575.0,88219040.0,433.6699951171875,436.1134979248047,375.4273325602214
2025-10-20,63719000,28509791703.308105,443.8699951171875,449.79998779296875,440.6099853515625,447.42999267578125,8.1199951171875,,74893620.0,89569085.0,86810573.33333333,435.9759948730469,436.77449798583984,377.61683247884116
2025-10-21,54412200,24082840052.105713,445.760009765625,449.29998779296875,442.04998779296875,442.6000061035156,-4.829986572265625,,71242180.0,88118560.0,85839546.66666667,438.647998046875,437.6119979858398,379.56699930826824
2025-10-22,84023500,36883795897.56775,443.45001220703125,445.5400085449219,429.0,438.9700012207031,-3.6300048828125,,73735240.0,87663055.0,85783956.66666667,439.41199951171876,437.4209976196289,381.5298324584961
2025-10-23,126709800,56890167396.07544,420.0,449.3999938964844,413.8999938964844,448.9800109863281,10.010009765625,,83639220.0,89161225.0,86496921.66666667,443.4580017089844,438.70049743652345,383.6954991658529
2025-10-24,94727800,41085341531.63452,446.8299865722656,451.67999267578125,430.1700134277344,433.7200012207031,-15.260009765625,,84718460.0,88816205.0,86654536.66666667,442.3400024414062,438.3664978027344,385.78633270263674
2025-10-27,105867500,47896575771.56067,439.9800109863281,460.1600036621094,438.69000244140625,452.4200134277344,18.70001220703125,,93148160.0,90135005.0,86933638.33333333,443.3380065917969,438.8269989013672,388.2828328450521
2025-10-28,80185700,36929523156.170654,454.7799987792969,467.0,451.6000061035156,460.54998779296875,8.129974365234375,,98302860.0,90426390.0,86958668.33333333,446.9280029296875,439.61849822998045,390.80433247884116
2025-10-29,67983500,31375065748.901367,462.5,465.70001220703125,452.6499938964844,461.510009765625,0.96002197265625,,95094860.0,88919450.0,87125705.0,451.4360046386719,439.7209991455078,393.35083262125653
2025-10-30,72447900,31884321232.18689,451.04998779296875,455.05999755859375,439.6099853515625,440.1000061035156,-21.410003662109375,,84242480.0,85691395.0,87024443.33333333,449.6600036621094,439.9259994506836,395.35399932861327
2025-10-31,83135800,37956480645.03174,446.75,458.0,443.69000244140625,456.55999755859375,16.459991455078125,,81924080.0,83188775.0,87299061.66666667,454.2280029296875,441.2625,397.5921661376953
2025-11-03,84595200,39621853410.9375,455.989990234375,474.07000732421875,453.79998779296875,468.3699951171875,11.80999755859375,,77669620.0,83152290.0,87188976.66666667,457.4179992675781,442.01849975585935,399.90416615804037
2025-11-04,87756600,38986747972.99805,454.4599914550781,460.2200012207031,443.6000061035156,444.260009765625,-24.1099853515625,,79183800.0,82425315.0,86896250.0,454.1600036621094,442.5770004272461,401.6579996744792
2025-11-05,85573000,39540716736.75537,452.04998779296875,466.3299865722656,440.7099914550781,462.07000732421875,17.80999755859375,,82701700.0,83144360.0,86980431.66666667,454.2720031738281,443.7460006713867,403.67849985758465
2025-11-06,109622900,48881947740.45105,461.9599914550781,467.45001220703125,435.0899963378906,445.9100036621094,-16.160003662109375,,90136700.0,85158510.0,87676831.66666667,455.4340026855469,444.2645004272461,405.45399983723956
2025-11-07,103471500,44443077543.22815,437.9200134277344,439.3599853515625,421.8800048828125,429.5199890136719,-16.3900146484375,,94203840.0,84726690.0,88151345.0,450.0260009765625,445.0660003662109,407.01966654459636
2025-11-10,76515900,34067174997.628784,439.6000061035156,449.6700134277344,433.3599853515625,445.2300109863281,15.71002197265625,,92587980.0,84574845.0,88187946.66666667,445.39800415039065,445.5325012207031,408.9308334350586
2025-11-11,60533200,26611605088.427734,439.3999938964844,442.489990234375,432.3599853515625,439.6199951171875,-5.610015869140625,,87143300.0,83968035.0,88247556.66666667,444.4700012207031,446.05150146484374,410.6718332926432
2025-11-12,58513500,25195913457.13806,442.1499938964844,442.3299865722656,426.55999755859375,430.6000061035156,-9.019989013671875,,81731400.0,83315800.0,87956848.33333333,438.1760009765625,445.8240020751953,412.36000010172523
2025-11-13,118948000,47815905358.39844,423.1300048828125,424.5,396.3399963378906,401.989990234375,-28.610015869140625,,83596420.0,85403705.0,88647951.66666667,429.3919982910156,444.4860015869141,413.6615000406901
2025-11-14,105506700,42661634788.96179,386.29998779296875,412.19000244140625,382.7799987792969,404.3500061035156,2.360015869140625,,84003460.0,86212460.0,89477323.33333333,424.3580017089844,442.73800201416014,415.065500386556
2025-11-17,102214300,41797472928.50647,398.739990234375,423.9599914550781,398.739990234375,408.9200134277344,4.57000732421875,,89143140.0,88137225.0,89613956.66666667,417.09600219726565,440.8125030517578,416.21400044759116
2025-11-18,80318700,32227878375.0,405.3800048828125,408.8999938964844,393.7099914550781,401.25,-7.670013427734375,,93100240.0,89432550.0,89508101.66666667,409.4220031738281,438.74500274658203,417.12483367919924
2025-11-19,25582813,10376261069.96402,406.2099914550781,411.7799987792969,400.401611328125,405.5950012207031,4.345001220703125,,86514102.6,86510515.65,88656955.21666667,404.42100219726564,437.07625274658204,418.0235834757487
